variant,algorithm,block_size,phase,repetition,status,bytes_per_second,elapsed_seconds
optimized,SHA-512,1024,measure,9,OK,187027456.0,1.0177213220003978
gcc,AES-128-CBC,64,measure,9,OK,376503616.0,1.0173861389994272
ollvm-full,AES-128-CBC,8192,measure,9,OK,43982848.0,1.117545912999958
optimized,ChaCha20-Poly1305,16,measure,9,OK,78103728.0,1.0180506619999505
balanced,SHA-512,8192,measure,9,OK,603668480.0,1.01703652300057
gcc,SHA-512,16,measure,9,OK,58339056.0,1.0169251910001549
optimized,SHA-512,256,measure,9,OK,111709349.49,1.0176483550003468
llvm,SHA-512,8192,measure,9,OK,645775360.0,1.0173225620001176
gcc,SHA-512,8192,measure,9,OK,685498368.0,1.0174551469999642
ollvm-full,ChaCha20-Poly1305,16,measure,9,OK,8841136.0,1.117977853999946
balanced,ChaCha20-Poly1305,256,measure,9,OK,325108992.0,1.017914782999469
gcc,SHA-512,16384,measure,9,OK,693241793.94,1.017456898999626
gcc,AES-128-CBC,16384,measure,9,OK,382697472.0,1.0175192070000776
balanced,ChaCha20-Poly1305,1024,measure,9,OK,375475200.0,1.0176152739995814
llvm,AES-128-CBC,8192,measure,9,OK,414859264.0,1.0174364579997928
llvm,SHA-512,1024,measure,9,OK,570455040.0,1.0179255840002952
optimized,AES-128-CBC,64,measure,9,OK,163367296.0,1.0172243600000002
ollvm-full,AES-128-CBC,256,measure,9,OK,34521088.0,1.1174560649997147
gcc,ChaCha20-Poly1305,16384,measure,9,OK,515036832.32,1.0179233409999142
balanced,AES-128-CBC,256,measure,9,OK,312005376.0,1.0172652319997724
gcc,AES-128-CBC,16,measure,9,OK,358182704.0,1.0170956359997945
gcc,AES-128-CBC,1024,measure,9,OK,383591424.0,1.0169186579996676
optimized,AES-128-CBC,256,measure,9,OK,210266624.0,1.0172257989997888
optimized,ChaCha20-Poly1305,16,measure,10,OK,80236492.93,1.0170697929997914
balanced,AES-128-CBC,16,measure,10,OK,101702864.0,1.0170812859996659
llvm,ChaCha20-Poly1305,16384,measure,10,OK,513441792.0,1.0172714540003653
llvm,SHA-512,16,measure,10,OK,61747904.0,1.0164276280002014
balanced,SHA-512,16384,measure,10,OK,626458624.0,1.016910039999857
ollvm-full,SHA-512,256,measure,10,OK,29506816.0,1.116973460000736
balanced,ChaCha20-Poly1305,8192,measure,10,OK,406877608.08,1.0178477750005186
balanced,AES-128-CBC,16384,measure,10,OK,373374976.0,1.0179166150001038
gcc,SHA-512,1024,measure,10,OK,586287579.8,1.0171697810001206
gcc,SHA-512,16,measure,10,OK,58904944.0,1.0167752480001582
ollvm-full,ChaCha20-Poly1305,16,measure,10,OK,8512912.0,1.1173103089995493
optimized,AES-128-CBC,16,measure,10,OK,84338832.0,1.0179261240000415
ollvm-full,AES-128-CBC,1024,measure,10,OK,41648128.0,1.1175759879997713
ollvm-full,ChaCha20-Poly1305,64,measure,10,OK,28229184.0,1.1184701580004912
gcc,SHA-512,64,measure,10,OK,237064576.0,1.0179564230002143
optimized,AES-128-CBC,1024,measure,10,OK,235144192.0,1.0174190719999388
gcc,ChaCha20-Poly1305,64,measure,10,OK,446428736.0,1.0178166320001765
balanced,ChaCha20-Poly1305,64,measure,10,OK,210573504.0,1.0176806190002026
ollvm-full,ChaCha20-Poly1305,8192,measure,10,OK,82624512.0,1.118721836000077
balanced,ChaCha20-Poly1305,256,measure,10,OK,329476096.0,1.0684668130006685
ollvm-full,AES-128-CBC,64,measure,10,OK,21872064.0,1.1178311009998652
gcc,ChaCha20-Poly1305,16384,measure,10,OK,508880420.2,1.017925471000126
balanced,ChaCha20-Poly1305,1024,measure,10,OK,375042048.0,1.0174685669999235
llvm,AES-128-CBC,16384,measure,10,OK,414498816.0,1.017352753000523
gcc,AES-128-CBC,16,measure,10,OK,357477552.0,1.017674308000096
optimized,AES-128-CBC,16384,measure,10,OK,237170812.12,1.0172080940001251
llvm,ChaCha20-Poly1305,256,measure,10,OK,505061888.0,1.0175643719994696
balanced,ChaCha20-Poly1305,16,measure,10,OK,71768016.0,1.0175145430002885
balanced,SHA-512,8192,measure,10,OK,594558976.0,1.0170271480001247
ollvm-full,AES-128-CBC,8192,measure,10,OK,43409408.0,1.1173013850002462
optimized,SHA-512,64,measure,10,OK,50281856.0,1.018346826999732
balanced,AES-128-CBC,1024,measure,10,OK,356285440.0,1.0174485280003864
gcc,AES-128-CBC,64,measure,10,OK,377193408.0,1.017570512999555
optimized,ChaCha20-Poly1305,8192,measure,10,OK,390741850.51,1.0174663280004097
balanced,AES-128-CBC,8192,measure,10,OK,375822480.81,1.0178692470008173
llvm,SHA-512,16384,measure,10,OK,656113664.0,1.0171325470000738
llvm,ChaCha20-Poly1305,16,measure,10,OK,351862768.0,1.016710423999939
llvm,ChaCha20-Poly1305,1024,measure,10,OK,509347840.0,1.01747444800003
ollvm-full,AES-128-CBC,256,measure,10,OK,35134319.19,1.1178507479999098
optimized,ChaCha20-Poly1305,256,measure,10,OK,329575168.0,1.0678149070008658
balanced,SHA-512,1024,measure,10,OK,413110272.0,1.016864053000063
ollvm-full,SHA-512,16384,measure,10,OK,170131456.0,1.117518170999574
optimized,ChaCha20-Poly1305,1024,measure,10,OK,367863808.0,1.0175229810001838
ollvm-full,AES-128-CBC,16,measure,10,OK,8789344.0,1.117659332000585
balanced,SHA-512,16,measure,10,OK,19764960.0,1.0176500450006642
llvm,SHA-512,8192,measure,10,OK,652902400.0,1.017364713000461
gcc,AES-128-CBC,8192,measure,10,OK,384270336.0,1.0176509040002202
optimized,SHA-512,8192,measure,10,OK,239321088.0,1.0175414320001437
optimized,ChaCha20-Poly1305,64,measure,10,OK,224818432.0,1.0173575320004602
ollvm-full,SHA-512,64,measure,10,OK,9192960.0,1.1177457250005318
llvm,SHA-512,64,measure,10,OK,245806545.45,1.0174094259991762
llvm,AES-128-CBC,64,measure,10,OK,404811008.0,1.0178417789993546
optimized,SHA-512,1024,measure,10,OK,188149139.39,1.017487613999947
gcc,AES-128-CBC,16384,measure,10,OK,384450560.0,1.017698761000247
optimized,SHA-512,16,measure,10,OK,12533344.0,1.017398668000169
ollvm-full,SHA-512,1024,measure,10,OK,80167822.22,1.1173287629999322
ollvm-full,ChaCha20-Poly1305,16384,measure,10,OK,82427904.0,1.118016157999591
llvm,AES-128-CBC,8192,measure,10,OK,417427911.11,1.0173903579998296
gcc,SHA-512,256,measure,10,OK,403140096.0,1.0172787589999643
gcc,AES-128-CBC,1024,measure,10,OK,381771776.0,1.0175499370006946
balanced,AES-128-CBC,64,measure,10,OK,227589042.42,1.0175220250002894
gcc,ChaCha20-Poly1305,16,measure,10,OK,340631376.0,1.0173970790001476
ollvm-full,SHA-512,16,measure,10,OK,2259424.0,1.117453179000222
optimized,SHA-512,16384,measure,10,OK,241374383.84,1.016757563000283
gcc,SHA-512,16384,measure,10,OK,674414592.0,1.0167989219999072
llvm,AES-128-CBC,16,measure,10,OK,379826496.0,1.0170243520005897
gcc,ChaCha20-Poly1305,8192,measure,10,OK,508092416.0,1.0176069160006591
llvm,ChaCha20-Poly1305,64,measure,10,OK,480427520.0,1.0175088209998648
ollvm-full,ChaCha20-Poly1305,1024,measure,10,OK,74118144.0,1.1181465959998604
optimized,AES-128-CBC,8192,measure,10,OK,234921984.0,1.0177346459995533
gcc,ChaCha20-Poly1305,256,measure,10,OK,482883328.0,1.01791322400004
llvm,AES-128-CBC,256,measure,10,OK,416571216.16,1.0178742000007333
gcc,ChaCha20-Poly1305,1024,measure,10,OK,503304192.0,1.017513468999823
ollvm-full,SHA-512,8192,measure,10,OK,154296320.0,1.1177094839995334
balanced,SHA-512,256,measure,10,OK,209783808.0,1.018555749999905
balanced,ChaCha20-Poly1305,16384,measure,10,OK,403963904.0,1.0180245229994398
llvm,SHA-512,256,measure,10,OK,395993856.0,1.017285878999246
optimized,SHA-512,256,measure,10,OK,110691328.0,1.0170343220006544
llvm,ChaCha20-Poly1305,8192,measure,10,OK,511918080.0,1.0174628009999651
optimized,AES-128-CBC,256,measure,10,OK,209506048.0,1.0167534000001979
ollvm-full,AES-128-CBC,16384,measure,10,OK,43581440.0,1.1182386379996387
llvm,AES-128-CBC,1024,measure,10,OK,416713179.8,1.0183105440000872
balanced,SHA-512,64,measure,10,OK,80004913.13,1.0176203529999839
optimized,AES-128-CBC,64,measure,10,OK,161522304.0,1.0170264620001035
gcc,AES-128-CBC,256,measure,10,OK,380060928.0,1.0173832150003363
ollvm-full,ChaCha20-Poly1305,256,measure,10,OK,56388266.67,1.1179706279999664
balanced,AES-128-CBC,256,measure,10,OK,309863168.0,1.0183248820003428
optimized,ChaCha20-Poly1305,16384,measure,10,OK,390948719.19,1.0177916040001946
llvm,SHA-512,1024,measure,10,OK,570635264.0,1.017523732999507
gcc,SHA-512,8192,measure,10,OK,677617664.0,1.0174194950004676
gcc,AES-128-CBC,16,measure,11,OK,357862656.0,1.0170517240003392
balanced,SHA-512,8192,measure,11,OK,597254144.0,1.017725554000208
ollvm-full,SHA-512,256,measure,11,OK,29856512.0,1.1175729010001305
optimized,SHA-512,8192,measure,11,OK,236740608.0,1.0174701640007697
gcc,SHA-512,1024,measure,11,OK,593101834.34,1.0174571839997952
balanced,SHA-512,64,measure,11,OK,79169472.0,1.0177820859998974
llvm,SHA-512,64,measure,11,OK,253004544.0,1.018125835000319
llvm,ChaCha20-Poly1305,8192,measure,11,OK,516832452.53,1.0180792619994463
llvm,AES-128-CBC,256,measure,11,OK,412568064.0,1.0178583990000334
llvm,SHA-512,256,measure,11,OK,401200614.14,1.0178637689996322
optimized,ChaCha20-Poly1305,16384,measure,11,OK,387170304.0,1.0174403560004066
gcc,ChaCha20-Poly1305,64,measure,11,OK,452654674.75,1.0174647970006845
gcc,SHA-512,16384,measure,11,OK,686407680.0,1.016902831999687
balanced,ChaCha20-Poly1305,8192,measure,11,OK,399343616.0,1.0177010050001627
optimized,ChaCha20-Poly1305,256,measure,11,OK,330565120.0,1.017853446999652
optimized,AES-128-CBC,16384,measure,11,OK,241467392.0,1.017950915000256
ollvm-full,ChaCha20-Poly1305,64,measure,11,OK,28543104.0,1.1190433020001365
gcc,AES-128-CBC,1024,measure,11,OK,387355410.1,1.0183269409999411
llvm,ChaCha20-Poly1305,1024,measure,11,OK,509520896.0,1.0178197200002614
gcc,ChaCha20-Poly1305,8192,measure,11,OK,508321792.0,1.0182877649995135
balanced,ChaCha20-Poly1305,64,measure,11,OK,214064896.0,1.0180439230007323
balanced,ChaCha20-Poly1305,1024,measure,11,OK,376103936.0,1.0180876909998915
gcc,AES-128-CBC,8192,measure,11,OK,383492096.0,1.0177014619994225
llvm,SHA-512,8192,measure,11,OK,627277824.0,1.0177245100003347
gcc,SHA-512,16,measure,11,OK,58984336.0,1.0180912109999554
llvm,AES-128-CBC,64,measure,11,OK,404337344.0,1.0180159310002637
optimized,AES-128-CBC,8192,measure,11,OK,240967680.0,1.0175779169994712
llvm,AES-128-CBC,16,measure,11,OK,382666359.6,1.0183359960001326
optimized,ChaCha20-Poly1305,8192,measure,11,OK,386629632.0,1.0177326580005683
balanced,AES-128-CBC,16,measure,11,OK,100961648.0,1.0177206230000593
optimized,AES-128-CBC,64,measure,11,OK,164389056.0,1.0177993420002167
ollvm-full,SHA-512,16,measure,11,OK,2300624.0,1.1181556420006018
optimized,ChaCha20-Poly1305,1024,measure,11,OK,368632832.0,1.0176352970001972
balanced,AES-128-CBC,8192,measure,11,OK,372539392.0,1.0172565920001944
ollvm-full,SHA-512,1024,measure,11,OK,80108864.65,1.118397740000546
llvm,AES-128-CBC,16384,measure,11,OK,412631040.0,1.017697137000141
gcc,AES-128-CBC,64,measure,11,OK,382401616.16,1.017291261999162
gcc,SHA-512,256,measure,11,OK,401614336.0,1.0168261600001642
optimized,SHA-512,256,measure,11,OK,110676736.0,1.0171489099993778
balanced,ChaCha20-Poly1305,16384,measure,11,OK,402948096.0,1.0174381289998564
llvm,ChaCha20-Poly1305,16384,measure,11,OK,512901120.0,1.0172242859998732
gcc,ChaCha20-Poly1305,256,measure,11,OK,480618496.0,1.0172892939999656
ollvm-full,ChaCha20-Poly1305,8192,measure,11,OK,81977344.0,1.1175578109996422
gcc,ChaCha20-Poly1305,1024,measure,11,OK,504073216.0,1.0179485889993884
optimized,SHA-512,16384,measure,11,OK,242155520.0,1.0178093680005986
ollvm-full,AES-128-CBC,64,measure,11,OK,21093376.0,1.1173095599997396
balanced,SHA-512,256,measure,11,OK,206674688.0,1.018745506000414
gcc,SHA-512,64,measure,11,OK,235846400.0,1.0177938730003007
llvm,SHA-512,16384,measure,11,OK,633487360.0,1.0171941030002927
ollvm-full,ChaCha20-Poly1305,16384,measure,11,OK,83083264.0,1.1182756959997278
balanced,ChaCha20-Poly1305,16,measure,11,OK,73885056.0,1.0183385350001117
optimized,AES-128-CBC,16,measure,11,OK,89557504.0,1.0171201509992898
optimized,AES-128-CBC,1024,measure,11,OK,237263903.03,1.016621105000013
llvm,ChaCha20-Poly1305,16,measure,11,OK,351446608.0,1.0172321800000645
llvm,SHA-512,1024,measure,11,OK,577042618.18,1.0174663059997329
optimized,AES-128-CBC,256,measure,11,OK,215560448.0,1.0175996929992834
ollvm-full,AES-128-CBC,16,measure,11,OK,8556944.0,1.1183353940004963
ollvm-full,AES-128-CBC,16384,measure,11,OK,44683636.36,1.1184932109999863
llvm,ChaCha20-Poly1305,256,measure,11,OK,504149504.0,1.0175986120002563
balanced,ChaCha20-Poly1305,256,measure,11,OK,329859328.0,1.0173884600008023
optimized,ChaCha20-Poly1305,64,measure,11,OK,227890688.0,1.0175837349997892
llvm,SHA-512,16,measure,11,OK,60787760.0,1.0174295139995593
gcc,AES-128-CBC,256,measure,11,OK,380869632.0,1.0174395089998143
ollvm-full,SHA-512,16384,measure,11,OK,170393600.0,1.1175280469997233
optimized,SHA-512,1024,measure,11,OK,187393024.0,1.0169415250002203
ollvm-full,AES-128-CBC,256,measure,11,OK,35077632.0,1.1174459320000096
llvm,AES-128-CBC,8192,measure,11,OK,414130176.0,1.017318017999969
optimized,SHA-512,16,measure,11,OK,12569472.0,1.0168005420000554
ollvm-full,ChaCha20-Poly1305,16,measure,11,OK,8678528.0,1.1182892420001735
balanced,AES-128-CBC,64,measure,11,OK,224199296.0,1.017281249000007
balanced,AES-128-CBC,1024,measure,11,OK,355993600.0,1.0178129830001126
balanced,SHA-512,16,measure,11,OK,19677216.0,1.0174165419994097
balanced,SHA-512,16384,measure,11,OK,631488512.0,1.017502329999843
optimized,SHA-512,64,measure,11,OK,50320640.0,1.0173255869995046
balanced,AES-128-CBC,256,measure,11,OK,316678464.65,1.018234377999761
ollvm-full,SHA-512,8192,measure,11,OK,155672576.0,1.1185434839999289
gcc,AES-128-CBC,16384,measure,11,OK,383565824.0,1.0184606120001263
ollvm-full,AES-128-CBC,8192,measure,11,OK,44023808.0,1.1183434660006242
ollvm-full,AES-128-CBC,1024,measure,11,OK,41572352.0,1.1182716970006368
llvm,AES-128-CBC,1024,measure,11,OK,411350016.0,1.017836742000327
balanced,AES-128-CBC,16384,measure,11,OK,373571584.0,1.0178949000001012
gcc,ChaCha20-Poly1305,16384,measure,11,OK,510492672.0,1.0173410910001621
ollvm-full,SHA-512,64,measure,11,OK,9212224.0,1.1172024159996
ollvm-full,ChaCha20-Poly1305,256,measure,11,OK,55739136.0,1.1176367030002439
optimized,ChaCha20-Poly1305,16,measure,11,OK,79069712.0,1.0171495399999912
llvm,ChaCha20-Poly1305,64,measure,11,OK,479832768.0,1.0167066960002558
gcc,SHA-512,8192,measure,11,OK,674537472.0,1.0174187729999176
ollvm-full,ChaCha20-Poly1305,1024,measure,11,OK,74098688.0,1.1177882379997754
balanced,SHA-512,1024,measure,11,OK,411981824.0,1.0177477569995972
gcc,ChaCha20-Poly1305,16,measure,11,OK,342562400.0,1.0170959839997522
ollvm-full,AES-128-CBC,1024,measure,12,OK,41489408.0,1.11783068800014
llvm,AES-128-CBC,64,measure,12,OK,404079488.0,1.0179093930000818
gcc,ChaCha20-Poly1305,16,measure,12,OK,341490311.11,1.0174733479998395
balanced,SHA-512,1024,measure,12,OK,412519424.0,1.017614366000089
optimized,ChaCha20-Poly1305,16,measure,12,OK,78375120.0,1.0177391770002941
gcc,ChaCha20-Poly1305,256,measure,12,OK,476199424.0,1.0171990800008643
optimized,ChaCha20-Poly1305,8192,measure,12,OK,387416064.0,1.0170696029999817
gcc,AES-128-CBC,64,measure,12,OK,376932160.0,1.017567310999766
ollvm-full,SHA-512,1024,measure,12,OK,78477312.0,1.118033984000249
gcc,SHA-512,256,measure,12,OK,402057050.51,1.0182254159999502
gcc,AES-128-CBC,256,measure,12,OK,380453376.0,1.0174353419997715
ollvm-full,ChaCha20-Poly1305,8192,measure,12,OK,82386944.0,1.117034261000299
optimized,SHA-512,256,measure,12,OK,110517248.0,1.0181532619999416
ollvm-full,AES-128-CBC,16,measure,12,OK,8598128.0,1.1182601489999797
llvm,SHA-512,8192,measure,12,OK,630931456.0,1.0177953840002374
ollvm-full,SHA-512,8192,measure,12,OK,155312128.0,1.1167609540007106
ollvm-full,ChaCha20-Poly1305,16,measure,12,OK,8549600.0,1.1172194350001519
optimized,AES-128-CBC,256,measure,12,OK,210008064.0,1.017557533999934
ollvm-full,AES-128-CBC,16384,measure,12,OK,43352064.0,1.1177825559998382
balanced,SHA-512,8192,measure,12,OK,596156416.0,1.0177799739994953
llvm,SHA-512,16384,measure,12,OK,645758976.0,1.0176390329997957
ollvm-full,ChaCha20-Poly1305,64,measure,12,OK,28017216.0,1.1183791869998458
gcc,ChaCha20-Poly1305,64,measure,12,OK,448998784.0,1.0186023429996567
balanced,ChaCha20-Poly1305,256,measure,12,OK,326035712.0,1.01753855700008
balanced,AES-128-CBC,1024,measure,12,OK,356802560.0,1.0176782000007734
balanced,SHA-512,16384,measure,12,OK,628031488.0,1.0168323399993824
gcc,AES-128-CBC,8192,measure,12,OK,383475712.0,1.0174001189998307
optimized,AES-128-CBC,1024,measure,12,OK,228997120.0,1.0169125500005975
gcc,SHA-512,1024,measure,12,OK,576962560.0,1.0177544650005075
balanced,SHA-512,64,measure,12,OK,78778944.0,1.01718828400044
optimized,ChaCha20-Poly1305,1024,measure,12,OK,369367040.0,1.0182436880004389
optimized,AES-128-CBC,8192,measure,12,OK,242648694.95,1.0181304400002773
llvm,ChaCha20-Poly1305,64,measure,12,OK,479895360.0,1.017701971999486
ollvm-full,AES-128-CBC,8192,measure,12,OK,43876352.0,1.1183448129995668
optimized,SHA-512,16,measure,12,OK,12564864.0,1.0180200389995662
gcc,SHA-512,64,measure,12,OK,233781376.0,1.0175055499994414
gcc,SHA-512,8192,measure,12,OK,674676736.0,1.017559261000315
gcc,AES-128-CBC,16384,measure,12,OK,383860736.0,1.0174254940002356
ollvm-full,SHA-512,16,measure,12,OK,2310624.0,1.117683894000038
balanced,ChaCha20-Poly1305,8192,measure,12,OK,399065088.0,1.018039354999928
optimized,SHA-512,1024,measure,12,OK,186733568.0,1.0176421339992885
balanced,AES-128-CBC,8192,measure,12,OK,373129216.0,1.017593069999748
gcc,SHA-512,16,measure,12,OK,58935579.8,1.0171400660001382
balanced,ChaCha20-Poly1305,1024,measure,12,OK,375291904.0,1.0168431370002509
balanced,SHA-512,256,measure,12,OK,209297408.0,1.0169814500004577
optimized,ChaCha20-Poly1305,256,measure,12,OK,329453312.0,1.0168417390004834
llvm,SHA-512,256,measure,12,OK,402602496.0,1.0167537399993307
ollvm-full,SHA-512,64,measure,12,OK,9190336.0,1.1181753909995678
balanced,AES-128-CBC,64,measure,12,OK,221433152.0,1.0174720280001566
optimized,SHA-512,64,measure,12,OK,50320384.0,1.0173014379997767
ollvm-full,SHA-512,256,measure,12,OK,29724160.0,1.1176611310002045
llvm,ChaCha20-Poly1305,256,measure,12,OK,506769325.25,1.0176930860006905
llvm,SHA-512,1024,measure,12,OK,568426496.0,1.0175537819995952
balanced,SHA-512,16,measure,12,OK,19715200.0,1.0173496089992113
balanced,AES-128-CBC,16,measure,12,OK,99509236.36,1.0176461179999023
llvm,AES-128-CBC,16,measure,12,OK,380211936.0,1.0174411530006182
ollvm-full,SHA-512,16384,measure,12,OK,170688512.0,1.1187508220000382
optimized,SHA-512,8192,measure,12,OK,239935488.0,1.018387788999462
balanced,ChaCha20-Poly1305,16,measure,12,OK,74174144.0,1.0176916599994001
optimized,AES-128-CBC,16384,measure,12,OK,235814912.0,1.0179389269997046
llvm,ChaCha20-Poly1305,8192,measure,12,OK,510402560.0,1.017951513999833
optimized,AES-128-CBC,16,measure,12,OK,88756160.0,1.0173520270000154
optimized,ChaCha20-Poly1305,16384,measure,12,OK,393149802.02,1.0175151529992945
gcc,ChaCha20-Poly1305,16384,measure,12,OK,505741312.0,1.0166981410002336
balanced,ChaCha20-Poly1305,64,measure,12,OK,203673600.0,1.016911292000259
balanced,AES-128-CBC,16384,measure,12,OK,373227520.0,1.017366285999742
balanced,ChaCha20-Poly1305,16384,measure,12,OK,401031168.0,1.0172677729997304
llvm,ChaCha20-Poly1305,1024,measure,12,OK,506401792.0,1.0163267059997452
gcc,SHA-512,16384,measure,12,OK,675250176.0,1.0172474840001087
llvm,ChaCha20-Poly1305,16384,measure,12,OK,513572864.0,1.017274599999837
llvm,AES-128-CBC,256,measure,12,OK,412170240.0,1.016601888999503
gcc,ChaCha20-Poly1305,8192,measure,12,OK,510394368.0,1.0167355950006822
optimized,ChaCha20-Poly1305,64,measure,12,OK,224502016.0,1.0170825229997718
llvm,SHA-512,64,measure,12,OK,256132072.73,1.0175671779998083
llvm,SHA-512,16,measure,12,OK,63180432.0,1.0171585930002038
optimized,AES-128-CBC,64,measure,12,OK,162968064.0,1.0173629659993821
ollvm-full,ChaCha20-Poly1305,256,measure,12,OK,55952384.0,1.1180856739993033
llvm,AES-128-CBC,16384,measure,12,OK,413351936.0,1.017943419000403
llvm,AES-128-CBC,8192,measure,12,OK,415252480.0,1.0170231259999127
ollvm-full,AES-128-CBC,64,measure,12,OK,21738112.0,1.1175341630005278
optimized,SHA-512,16384,measure,12,OK,243793920.0,1.0179495989996212
gcc,AES-128-CBC,16,measure,12,OK,356679728.0,1.0171228340004745
ollvm-full,ChaCha20-Poly1305,16384,measure,12,OK,83181568.0,1.1179191229994103
gcc,ChaCha20-Poly1305,1024,measure,12,OK,502949888.0,1.0178174679995209
gcc,AES-128-CBC,1024,measure,12,OK,380680192.0,1.0169451629999458
llvm,ChaCha20-Poly1305,16,measure,12,OK,351773072.0,1.0174238070003412
balanced,AES-128-CBC,256,measure,12,OK,313190658.59,1.0174119839994091
ollvm-full,ChaCha20-Poly1305,1024,measure,12,OK,74653696.0,1.1175029100004394
ollvm-full,AES-128-CBC,256,measure,12,OK,34619991.92,1.1187208739993366
llvm,AES-128-CBC,1024,measure,12,OK,409212928.0,1.01826145799987
ollvm-full,SHA-512,16384,measure,13,OK,167231488.0,1.1173515010004849
optimized,AES-128-CBC,256,measure,13,OK,211460608.0,1.017441370000597
optimized,SHA-512,1024,measure,13,OK,186573824.0,1.0177042220002477
llvm,SHA-512,1024,measure,13,OK,567767040.0,1.0176054539997494
ollvm-full,ChaCha20-Poly1305,16,measure,13,OK,8795744.0,1.118121622000217
llvm,AES-128-CBC,16384,measure,13,OK,412352512.0,1.017864768000436
balanced,ChaCha20-Poly1305,16,measure,13,OK,70521712.0,1.0178343260004112
ollvm-full,SHA-512,256,measure,13,OK,29778688.0,1.1178963559996191
llvm,ChaCha20-Poly1305,256,measure,13,OK,503416320.0,1.0180966040006751
optimized,ChaCha20-Poly1305,64,measure,13,OK,224189248.0,1.0176773140001387
balanced,AES-128-CBC,16,measure,13,OK,97655792.0,1.0173383869996542
gcc,SHA-512,256,measure,13,OK,400680192.0,1.0173740359996373
ollvm-full,ChaCha20-Poly1305,256,measure,13,OK,55837184.0,1.1176274659992487
gcc,SHA-512,16384,measure,13,OK,685965312.0,1.0180677210000795
balanced,SHA-512,64,measure,13,OK,78555520.0,1.0179128999998284
balanced,AES-128-CBC,8192,measure,13,OK,371744768.0,1.0173683789998904
llvm,SHA-512,256,measure,13,OK,402015488.0,1.0176092860001518
gcc,AES-128-CBC,64,measure,13,OK,376057152.0,1.0172816500007684
llvm,AES-128-CBC,64,measure,13,OK,403147136.0,1.0179389909999372
llvm,AES-128-CBC,1024,measure,13,OK,413396992.0,1.0171532619997379
llvm,ChaCha20-Poly1305,1024,measure,13,OK,510416896.0,1.0176571700003478
llvm,SHA-512,8192,measure,13,OK,648822784.0,1.017501230000562
optimized,ChaCha20-Poly1305,256,measure,13,OK,329304576.0,1.0170616710001923
llvm,ChaCha20-Poly1305,64,measure,13,OK,477234432.0,1.017397828999492
balanced,SHA-512,16,measure,13,OK,19785280.0,1.0175379900001644
ollvm-full,AES-128-CBC,16,measure,13,OK,8762320.0,1.1177563640003427
gcc,SHA-512,8192,measure,13,OK,670883840.0,1.0178657209999074
gcc,ChaCha20-Poly1305,16,measure,13,OK,339471376.0,1.0173747150001873
ollvm-full,AES-128-CBC,8192,measure,13,OK,43253760.0,1.1178643840003133
llvm,AES-128-CBC,256,measure,13,OK,410380288.0,1.0182477509997625
gcc,AES-128-CBC,16,measure,13,OK,353518816.0,1.0177013029997397
gcc,ChaCha20-Poly1305,256,measure,13,OK,487231612.12,1.017139130999567
ollvm-full,SHA-512,64,measure,13,OK,9073408.0,1.11745529899963
ollvm-full,AES-128-CBC,16384,measure,13,OK,43139072.0,1.1175406720003593
ollvm-full,ChaCha20-Poly1305,64,measure,13,OK,27730048.0,1.117631658999926
optimized,SHA-512,64,measure,13,OK,50365696.0,1.0173619780007357
balanced,SHA-512,16384,measure,13,OK,627310592.0,1.0172914089998812
balanced,SHA-512,8192,measure,13,OK,591757312.0,1.016866411000592
gcc,ChaCha20-Poly1305,16384,measure,13,OK,510410752.0,1.0171246510008132
gcc,ChaCha20-Poly1305,8192,measure,13,OK,506576896.0,1.016507981000359
balanced,AES-128-CBC,16384,measure,13,OK,371015680.0,1.016669204000209
gcc,SHA-512,1024,measure,13,OK,590519078.79,1.0179470129996844
gcc,SHA-512,64,measure,13,OK,233764352.0,1.0179401879995567
optimized,SHA-512,16384,measure,13,OK,243449856.0,1.0170319529997869
llvm,AES-128-CBC,8192,measure,13,OK,414253056.0,1.0168364520004616
gcc,SHA-512,16,measure,13,OK,58081952.0,1.0173322370001188
balanced,AES-128-CBC,1024,measure,13,OK,352610779.8,1.017877134999253
ollvm-full,AES-128-CBC,64,measure,13,OK,21801115.15,1.1184138349999557
gcc,AES-128-CBC,256,measure,13,OK,380781824.0,1.0182621379999546
balanced,ChaCha20-Poly1305,256,measure,13,OK,324657920.0,1.0175690040005065
ollvm-full,ChaCha20-Poly1305,16384,measure,13,OK,83132416.0,1.1180235620004169
optimized,ChaCha20-Poly1305,1024,measure,13,OK,367928320.0,1.0176706309994188
optimized,AES-128-CBC,16384,measure,13,OK,237965187.88,1.0164416540001184
gcc,AES-128-CBC,1024,measure,13,OK,386117301.01,1.0165759129995422
gcc,ChaCha20-Poly1305,1024,measure,13,OK,499348480.0,1.0169571249998626
llvm,ChaCha20-Poly1305,16,measure,13,OK,351547984.0,1.01710639599969
gcc,AES-128-CBC,16384,measure,13,OK,387241632.32,1.0170465970004443
ollvm-full,SHA-512,8192,measure,13,OK,155320320.0,1.1174200189998373
optimized,SHA-512,16,measure,13,OK,12543344.0,1.0177438579994487
ollvm-full,AES-128-CBC,256,measure,13,OK,34823680.0,1.1180984620004892
gcc,ChaCha20-Poly1305,64,measure,13,OK,451087616.0,1.0175895570000648
balanced,AES-128-CBC,256,measure,13,OK,315269947.47,1.0171391740004765
optimized,AES-128-CBC,64,measure,13,OK,164007305.05,1.0170404620002955
